shap,sofi,GAMINet
number_vmail_messages,international_plan,total_day_minutes
total_day_minutes,total_intl_minutes,total_eve_minutes
total_day_charge,area_code,total_day_charge
total_intl_calls,total_day_calls,number_vmail_messages
number_customer_service_calls,account_length,total_eve_charge
international_plan,total_intl_calls,international_plan
account_length,total_eve_charge,number_customer_service_calls
total_eve_minutes,state,total_intl_calls
phone_number,total_day_charge,account_length
voice_mail_plan,total_eve_minutes,total_night_charge
total_eve_calls,phone_number,total_eve_calls
total_eve_charge,total_intl_charge,phone_number
state,total_night_minutes,total_night_minutes
total_night_charge,number_vmail_messages,state
total_intl_charge,total_night_charge,total_intl_charge
total_intl_minutes,total_night_calls,total_night_calls
total_night_minutes,total_eve_calls,voice_mail_plan
total_day_calls,voice_mail_plan,total_intl_minutes
total_night_calls,total_day_minutes,total_day_calls
area_code,number_customer_service_calls,area_code
