shap,sofi,GAMINet
total_day_charge,total_eve_minutes,phone_number
number_vmail_messages,number_customer_service_calls,total_eve_charge
total_night_charge,total_eve_calls,total_eve_minutes
total_night_calls,total_night_minutes,total_day_charge
phone_number,total_night_calls,total_night_charge
total_eve_charge,total_night_charge,number_customer_service_calls
number_customer_service_calls,state,international_plan
international_plan,phone_number,state
total_eve_minutes,total_intl_charge,total_day_minutes
voice_mail_plan,total_day_charge,total_night_minutes
total_day_minutes,area_code,total_night_calls
total_night_minutes,voice_mail_plan,number_vmail_messages
account_length,account_length,account_length
total_intl_calls,international_plan,total_day_calls
state,total_intl_calls,total_intl_calls
total_day_calls,total_day_minutes,voice_mail_plan
total_eve_calls,total_eve_charge,total_intl_minutes
total_intl_charge,total_intl_minutes,total_eve_calls
total_intl_minutes,total_day_calls,total_intl_charge
area_code,number_vmail_messages,area_code
