shap,sofi,GAMINet
number_vmail_messages,total_eve_charge,total_eve_charge
total_eve_charge,total_eve_minutes,total_eve_minutes
number_customer_service_calls,total_intl_calls,phone_number
total_day_charge,total_night_calls,number_customer_service_calls
total_eve_minutes,number_customer_service_calls,total_night_minutes
phone_number,international_plan,international_plan
voice_mail_plan,total_day_calls,total_intl_charge
international_plan,number_vmail_messages,state
total_night_minutes,total_intl_minutes,total_day_minutes
total_day_minutes,state,total_day_charge
total_eve_calls,total_eve_calls,number_vmail_messages
total_intl_calls,total_night_charge,total_night_charge
total_day_calls,total_day_charge,total_intl_minutes
account_length,account_length,account_length
state,total_intl_charge,total_intl_calls
total_night_charge,area_code,total_eve_calls
total_intl_charge,voice_mail_plan,total_day_calls
total_intl_minutes,total_night_minutes,area_code
total_night_calls,total_day_minutes,total_night_calls
area_code,phone_number,voice_mail_plan
