shap,sofi,GAMINet
number_vmail_messages,total_day_charge,total_night_minutes
total_night_minutes,total_night_calls,total_night_charge
total_intl_minutes,total_night_charge,total_eve_minutes
number_customer_service_calls,total_eve_calls,total_intl_minutes
total_eve_calls,phone_number,phone_number
international_plan,total_intl_calls,number_vmail_messages
total_day_minutes,international_plan,total_eve_charge
voice_mail_plan,account_length,total_day_minutes
total_day_calls,number_customer_service_calls,number_customer_service_calls
total_day_charge,total_night_minutes,international_plan
total_eve_minutes,state,total_day_charge
total_night_charge,total_intl_charge,total_intl_charge
total_intl_calls,total_day_calls,state
state,number_vmail_messages,total_day_calls
total_intl_charge,voice_mail_plan,total_eve_calls
total_night_calls,area_code,total_intl_calls
account_length,total_intl_minutes,total_night_calls
total_eve_charge,total_eve_charge,account_length
phone_number,total_eve_minutes,voice_mail_plan
area_code,total_day_minutes,area_code
