shap,sofi,GAMINet
number_vmail_messages,international_plan,total_night_charge
total_eve_minutes,total_night_calls,total_night_minutes
total_intl_charge,area_code,total_eve_minutes
total_day_charge,number_vmail_messages,number_customer_service_calls
total_night_calls,total_intl_charge,phone_number
number_customer_service_calls,total_night_minutes,total_eve_charge
account_length,phone_number,total_day_charge
voice_mail_plan,account_length,total_intl_charge
total_day_minutes,total_eve_minutes,international_plan
international_plan,total_eve_calls,total_intl_minutes
total_eve_charge,total_intl_minutes,total_day_minutes
total_night_minutes,total_night_charge,account_length
phone_number,state,total_intl_calls
total_night_charge,number_customer_service_calls,total_night_calls
total_intl_minutes,total_intl_calls,voice_mail_plan
total_intl_calls,total_day_calls,total_day_calls
total_day_calls,total_eve_charge,state
state,voice_mail_plan,number_vmail_messages
total_eve_calls,total_day_minutes,total_eve_calls
area_code,total_day_charge,area_code
