shap,sofi,GAMINet
number_vmail_messages,total_intl_charge,number_vmail_messages
total_eve_minutes,account_length,number_customer_service_calls
number_customer_service_calls,international_plan,international_plan
international_plan,total_intl_calls,total_day_charge
total_eve_charge,total_intl_minutes,total_intl_calls
voice_mail_plan,total_night_charge,total_eve_charge
total_eve_calls,total_eve_charge,state
state,total_day_calls,total_day_minutes
total_day_charge,total_night_calls,total_eve_calls
total_intl_calls,phone_number,account_length
total_day_minutes,area_code,total_eve_minutes
phone_number,total_day_charge,total_day_calls
total_night_minutes,total_eve_calls,total_intl_charge
total_night_charge,voice_mail_plan,total_night_calls
total_day_calls,number_customer_service_calls,phone_number
account_length,total_day_minutes,total_night_minutes
total_intl_charge,state,total_night_charge
total_intl_minutes,total_night_minutes,total_intl_minutes
total_night_calls,total_eve_minutes,area_code
area_code,number_vmail_messages,voice_mail_plan
