shap,sofi,GAMINet
a2sx,a3cy,a2pop
a3sy,b3y,mxql
a2sy,a2sy,a1pop
temp,a3rho,a2sx
a2rho,b1eff,temp
a1sx,a2cx,b3call
a3sx,b2y,b1eff
b1eff,b1y,a3sy
a2cy,a1cy,a3pop
a2pop,a1sy,a3sx
mxql,a2pop,a2rho
a1sy,a3pop,a1sy
a1pop,b1x,a2sy
b2call,b2eff,b3x
a3cx,a1sx,b2y
b1y,a2sx,a1sx
b3eff,a3sx,b3eff
a3pop,b3x,a2cy
b1x,a1rho,b1y
b2y,mxql,a3cx
b3x,a3sy,b1call
b2x,b3eff,a3cy
a1cx,a1pop,b2x
b3call,b1call,a1cx
b1call,a2cy,b1x
a2cx,a3cx,a1cy
a3cy,b3call,b2eff
b2eff,a2rho,a1rho
a1rho,b2x,b3y
a3rho,b2call,a3rho
b3y,temp,a2cx
a1cy,a1cx,b2call
