shap,sofi,GAMINet
a2sx,a2sy,a2pop
temp,temp,a1pop
a2sy,a2rho,mxql
a1sx,a2cy,a2sx
b1eff,b1y,b1eff
a3sy,a3cx,temp
mxql,b3x,a3pop
a3sx,a1sy,a3sx
a2rho,a1rho,a1sy
a1pop,a1sx,b3call
a2cy,a3pop,a3sy
a2pop,a1cx,a2rho
a1sy,a3sy,b1call
b1y,b1eff,a2sy
b2call,b1call,a1sx
a3cx,a3cy,a2cy
b3eff,b3y,b2y
b2y,b2eff,b3x
b3call,a3sx,b1y
a3pop,b3eff,b3eff
b1x,b1x,a3cx
b1call,mxql,a1cx
a1cy,a2sx,a1cy
a2cx,b2y,b2x
a1cx,a1pop,b2call
b3x,b3call,b3y
b3y,b2call,a3rho
a1rho,a2pop,b1x
a3cy,b2x,a1rho
a3rho,a3rho,a3cy
b2x,a2cx,b2eff
b2eff,a1cy,a2cx
