shap,sofi,GAMINet
a2sx,a2sy,a2pop
a2sy,b2x,mxql
a2rho,a2pop,a1pop
a1sx,b1y,a2sx
temp,b1eff,b1eff
b1eff,a3cx,a2rho
a3sx,b3call,temp
a3sy,a2rho,a3sx
a1sy,a1sx,a3pop
mxql,a1rho,b3call
a2pop,a2sx,a2sy
a2cy,a1cx,a3sy
a1pop,b2call,b3x
b1y,b3y,a1sy
a3pop,a3sx,b2y
b2y,a2cy,a2cy
b2call,b1call,a1sx
a3cx,b3eff,b3eff
b3call,a3sy,b2x
b3eff,a3rho,b1y
b3x,b2y,b1call
b1x,mxql,a3cy
a1cx,a1sy,b1x
a1rho,b2eff,a1cx
b1call,a2cx,a3rho
b3y,b3x,a1rho
a1cy,temp,a3cx
a3rho,a1pop,a1cy
a2cx,b1x,b2call
a3cy,a3pop,a2cx
b2x,a3cy,b3y
b2eff,a1cy,b2eff
