shap,sofi,GAMINet
a2sx,b3call,a2pop
a2sy,b1call,mxql
temp,a1pop,a1pop
a1sx,a3pop,a2sx
mxql,b2x,b1eff
b1eff,a2sy,temp
a3sy,b3y,b3call
a2rho,a2sx,a3pop
a2cy,a1sx,a2sy
a3sx,a3cx,a3sx
a1pop,a3cy,a1sy
a2pop,a2pop,a2rho
a1sy,a2cx,a3sy
b1y,b1x,a1sx
b2call,b1eff,b2y
b1x,b2y,b3x
a3cx,a3sx,b1call
a3pop,b3eff,a2cy
b3x,a1rho,b1y
b3call,temp,b3eff
b1call,b1y,b1x
b3eff,b2call,a1cy
b2y,a1cy,a3rho
a3rho,a3sy,a3cx
a1cx,a2cy,a3cy
a2cx,mxql,a1cx
b2x,a3rho,b2x
a1cy,a1sy,a1rho
a1rho,b3x,b2call
a3cy,b2eff,a2cx
b3y,a2rho,b3y
b2eff,a1cx,b2eff
