shap,sofi,GAMINet
a2sx,a3pop,a2pop
a2sy,mxql,mxql
temp,a2cx,a1pop
a3sx,a2sy,a2sx
mxql,b3eff,temp
a2rho,temp,b3call
a1sx,a3rho,b1eff
a3sy,a1pop,a2rho
b1x,a1cy,a3pop
b1eff,a1rho,a3sx
a2pop,a1sx,a2sy
b1y,a3cy,a3sy
a1pop,a3sy,a1sy
a1sy,b2call,b2y
a2cy,a2pop,b3x
b2call,a2cy,b1call
b2x,b1eff,b2x
a3cx,b3call,a1sx
b2y,b3x,a2cy
b3call,b1y,b1y
a3pop,a3cx,b1x
b3x,b3y,b3eff
b1call,a3sx,a1cy
b3eff,b2x,a3cx
a1cx,a1sy,a1cx
a1cy,b2y,a3cy
b2eff,b2eff,a1rho
a2cx,a2sx,b2eff
a3rho,b1call,b2call
a1rho,b1x,a2cx
b3y,a2rho,b3y
a3cy,a1cx,a3rho
