shap,sofi,GAMINet
PageValues,Administrative,PageValues
Month,ProductRelated,Month
Administrative_Duration,ExitRates,ExitRates
ExitRates,Browser,BounceRates
Administrative,Administrative_Duration,Region
ProductRelated_Duration,SpecialDay,OperatingSystems
TrafficType,ProductRelated_Duration,ProductRelated_Duration
BounceRates,Informational_Duration,Weekend
ProductRelated,Informational,Browser
Region,VisitorType,Administrative
Informational,Month,ProductRelated
OperatingSystems,Region,SpecialDay
Informational_Duration,PageValues,TrafficType
Browser,Weekend,Administrative_Duration
Weekend,OperatingSystems,Informational
SpecialDay,BounceRates,Informational_Duration
VisitorType,TrafficType,VisitorType
