shap,sofi,GAMINet
PageValues,ProductRelated,PageValues
Month,Administrative_Duration,Month
Administrative_Duration,BounceRates,ExitRates
ExitRates,PageValues,BounceRates
Administrative,OperatingSystems,Weekend
BounceRates,Region,OperatingSystems
TrafficType,SpecialDay,ProductRelated_Duration
ProductRelated_Duration,Browser,Region
ProductRelated,Administrative,Administrative
Informational,VisitorType,Browser
Region,Month,ProductRelated
OperatingSystems,ExitRates,TrafficType
Informational_Duration,ProductRelated_Duration,Informational
Browser,Weekend,Administrative_Duration
Weekend,TrafficType,SpecialDay
SpecialDay,Informational,Informational_Duration
VisitorType,Informational_Duration,VisitorType
