shap,sofi,GAMINet
PageValues,Administrative_Duration,PageValues
Month,ProductRelated,ExitRates
Administrative_Duration,VisitorType,Month
ExitRates,ExitRates,Region
Administrative,PageValues,ProductRelated_Duration
BounceRates,TrafficType,BounceRates
TrafficType,Informational_Duration,OperatingSystems
ProductRelated_Duration,SpecialDay,Browser
ProductRelated,BounceRates,ProductRelated
Region,Informational,Administrative
OperatingSystems,Month,TrafficType
Informational,Browser,Weekend
Informational_Duration,OperatingSystems,Informational
Browser,Weekend,Informational_Duration
Weekend,ProductRelated_Duration,Administrative_Duration
SpecialDay,Region,SpecialDay
VisitorType,Administrative,VisitorType
