shap,sofi,GAMINet
a1pop,b1call,a2pop
a2pop,a3rho,a1pop
a2rho,a2cx,a3pop
a1sx,mxql,a2rho
b2y,a3pop,a3cx
a3cx,a1cx,mxql
a3pop,b2x,a1sx
b3eff,b1y,a3cy
a3cy,b3call,b2y
b2eff,a2sx,b3x
a3rho,a1sy,b3eff
b3x,a1cy,b1eff
b3y,a1rho,a1rho
mxql,a2rho,a3rho
a2cx,b2call,b2eff
b1eff,a2cy,b3y
a1cy,a2pop,a2cx
a3sy,a1pop,b1y
b1y,b1eff,b1x
a1rho,b3x,b1call
b2call,b3y,a2sy
b3call,b2y,b3call
a2sy,temp,b2x
temp,b2eff,a3sy
b2x,a2sy,temp
a2cy,a3sy,a3sx
a2sx,a3cx,a2sx
b1x,a3sx,a2cy
a1cx,a3cy,a1cy
b1call,b3eff,a1sy
a3sx,b1x,b2call
a1sy,a1sx,a1cx
