shap,sofi,GAMINet
a2sy,a3sy,a1pop
b1call,a3sx,a2pop
a2pop,b3x,b1call
a3pop,b1eff,a3pop
mxql,b1x,a3cx
a1pop,a2sx,mxql
a2sx,b1y,b3call
b3y,a2sy,b2call
b3call,a1rho,temp
a3cx,a2rho,b1eff
b2call,b1call,a3cy
a3cy,a1sx,a2cx
a1cx,a3cy,b3y
b3x,temp,a2sx
a2cy,b3y,a1rho
b3eff,b2call,a1cx
a2cx,b2y,a1cy
b1eff,a1cy,b3x
a3rho,a2pop,b3eff
a1cy,mxql,b1y
a1rho,a3pop,a3rho
b2y,a3rho,a2sy
b2x,a2cy,b1x
temp,b2eff,b2y
b1y,a3cx,b2eff
b1x,b2x,a3sy
a3sx,b3call,a2cy
a1sy,a2cx,b2x
a2rho,a1sy,a2rho
b2eff,a1pop,a1sy
a3sy,b3eff,a3sx
a1sx,a1cx,a1sx
