shap,sofi,GAMINet
a2pop,b2call,a2pop
b1call,a2sx,b1call
a2sx,a2pop,b2call
mxql,a3sx,a1pop
a3pop,a1rho,a3pop
b2call,a1sx,a1rho
a1pop,a2rho,b1y
a1sx,a2cy,a3cx
a1sy,a1sy,a2cx
b3y,b1y,b1x
a2cy,b2x,b3eff
b3x,a1cx,b3x
a1rho,b3y,a2sx
a2cx,b1x,a1cy
b1y,b2eff,a3rho
a3rho,a3cy,mxql
b3call,a3sy,a3sy
a1cy,a1pop,a1sy
a3sy,b1eff,a1cx
b2y,b1call,b2eff
a2rho,b3x,a3cy
b1x,a3cx,a1sx
a2sy,a3rho,a3sx
b2x,temp,b2y
b3eff,a2sy,a2cy
a3sx,b2y,temp
a1cx,b3eff,a2rho
b1eff,a2cx,b2x
a3cx,a3pop,b3y
temp,b3call,b3call
a3cy,mxql,b1eff
b2eff,a1cy,a2sy
