shap,sofi,GAMINet
a2pop,a3sx,a1pop
a3sx,a1sx,a2pop
mxql,a2rho,a2sx
a1pop,b1call,a3pop
a2sx,a3pop,mxql
a3pop,a2cx,b3eff
a1cy,b1x,a3sx
a2cy,a3sy,b1eff
b3call,a2sx,a2cx
a1sy,b3y,a1rho
b2y,b2call,a1cy
a1sx,a1cy,b1call
b1eff,b2eff,b1y
a2cx,a3cy,a3rho
b1call,a1pop,b2eff
b3eff,mxql,b1x
a3cx,b2y,a1sy
b2eff,a2cy,b3call
b2call,b2x,temp
a2sy,temp,a2cy
a3cy,b1y,a3sy
a3sy,b3eff,b3x
b1y,a3cx,a3cy
a1rho,b1eff,a2sy
b2x,a1sy,a3cx
b3x,b3x,b3y
b1x,a2sy,a1sx
a1cx,b3call,b2y
a3rho,a3rho,a1cx
b3y,a1rho,b2x
a2rho,a2pop,a2rho
temp,a1cx,b2call
