Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex,Rings
0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,I,0
0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,I,0
0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,I,0
0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,M,0
0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,I,1
0.51,0.395,0.105,0.5525,0.234,0.127,0.165,I,0
0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,I,1
0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,I,1
0.425,0.35,0.105,0.393,0.13,0.063,0.165,M,0
0.455,0.375,0.125,0.484,0.2155,0.102,0.165,M,1
0.37,0.29,0.115,0.25,0.111,0.057,0.075,F,0
0.525,0.4,0.13,0.622,0.2655,0.147,0.184,M,0
0.55,0.415,0.135,0.7635,0.318,0.21,0.2,F,0
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,I,0
0.75,0.55,0.18,1.893,0.942,0.397,0.445,M,0
0.29,0.21,0.075,0.275,0.113,0.0675,0.035,F,0
0.645,0.51,0.19,1.4745,0.605,0.345,0.48,M,0
0.38,0.275,0.1,0.2255,0.08,0.049,0.085,I,0
0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,I,0
0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,M,0
0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,F,0
0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,F,0
0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,I,0
0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,M,0
0.475,0.355,0.125,0.4625,0.186,0.107,0.145,M,0
0.44,0.35,0.135,0.435,0.1815,0.083,0.125,I,0
0.635,0.505,0.17,1.2635,0.512,0.322,0.355,F,0
0.295,0.23,0.085,0.125,0.042,0.0285,0.043,M,0
0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,F,0
0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,I,0
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,I,0
0.545,0.42,0.125,0.717,0.358,0.112,0.22,I,0
0.555,0.44,0.15,1.092,0.416,0.212,0.4405,M,0
0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,I,0
0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,F,1
0.47,0.355,0.145,0.4485,0.156,0.102,0.123,I,1
0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,M,0
0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,I,0
0.55,0.45,0.13,0.92,0.378,0.2385,0.29,M,0
0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,F,0
0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,M,0
