X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,class
0.418,0.911,0.758,0.658,0.148,0.629,0.971,0.655,0.225,0.171,0
0.03,0.472,0.038,0.983,0.976,0.505,0.675,0.154,0.208,0.453,0
0.357,0.964,0.154,0.779,0.613,0.86,0.604,0.213,0.271,0.321,0
0.667,0.699,0.691,0.38,0.084,0.435,0.655,0.712,0.993,0.891,0
0.982,0.366,0.741,0.678,0.124,0.968,0.947,0.662,0.517,0.584,0
0.542,0.403,0.799,0.9,0.585,0.565,0.842,0.611,0.729,0.855,0
0.796,0.064,0.785,0.843,0.814,0.013,0.409,0.864,0.559,0.21,0
0.85,0.97,0.557,0.927,0.288,0.489,0.032,0.438,0.611,0.971,0
0.483,0.319,0.007,0.39,0.837,0.919,0.44,0.813,0.34,0.365,0
0.884,0.176,0.223,0.574,0.495,0.651,0.245,0.108,0.67,0.719,0
0.678,0.524,0.528,0.814,0.086,0.051,0.639,0.526,0.826,0.928,0
0.519,0.974,0.995,0.771,0.779,0.685,0.038,0.653,0.857,0.297,0
0.765,0.288,0.908,0.214,0.969,0.02,0.52,0.084,0.212,0.587,0
0.898,0.381,0.985,0.774,0.567,0.161,0.608,0.703,0.878,0.677,0
0.493,0.134,0.151,0.947,0.79,0.93,0.179,0.911,0.204,0.515,0
0.661,0.244,0.301,0.502,0.989,0.424,0.214,0.429,0.213,0.314,0
0.208,0.467,0.034,0.863,0.255,0.834,0.979,0.337,0.811,0.614,0
0.172,0.388,0.868,0.887,0.732,0.423,0.448,0.831,0.505,0.281,0
0.608,0.433,0.813,0.72,0.128,0.007,0.431,0.975,0.461,0.942,0
0.322,0.765,0.103,0.899,0.234,0.09,0.573,0.183,0.588,0.35,0
0.945,0.633,0.985,0.542,0.173,0.571,0.127,0.628,0.495,0.295,0
0.875,0.703,0.158,0.543,0.02,0.142,0.303,0.923,0.695,0.521,0
0.65,0.95,0.075,0.253,0.156,0.862,0.351,0.898,0.964,0.213,0
0.79,0.622,0.756,0.462,0.878,0.003,0.219,0.273,0.582,0.29,0
0.387,0.896,0.14,0.963,0.398,0.913,0.366,0.375,0.502,0.418,0
0.917,0.35,0.261,0.513,0.737,0.592,0.956,0.838,0.917,0.651,0
0.969,0.871,0.962,0.419,0.841,0.005,0.922,0.751,0.187,0.452,0
0.949,0.508,0.409,0.67,0.496,0.07,0.107,0.606,0.927,0.119,0
0.731,0.392,0.486,0.804,0.224,0.871,0.352,0.674,0.962,0.281,0
0.11,0.691,0.231,0.807,0.998,0.163,0.88,0.525,0.777,0.329,0
0.867,0.143,0.573,0.784,0.802,0.241,0.418,0.064,0.243,0.903,0
0.95,0.272,0.135,0.981,0.862,0.894,0.139,0.116,0.579,0.63,0
0.181,0.552,0.147,0.291,0.161,0.38,0.162,0.597,0.337,0.429,1
0.067,0.059,0.766,0.138,0.161,0.577,0.793,0.218,0.497,0.447,1
0.394,0.956,0.136,0.372,0.659,0.742,0.91,0.052,0.237,0.457,0
0.977,0.366,0.864,0.214,0.805,0.213,0.798,0.178,0.499,0.612,0
0.752,0.657,0.742,0.177,0.84,0.407,0.768,0.597,0.505,0.708,0
0.675,0.746,0.269,0.673,0.928,0.715,0.196,0.115,0.298,0.755,0
0.47,0.796,0.38,0.296,0.767,0.54,0.769,0.748,0.644,0.096,0
0.934,0.431,0.04,0.051,0.593,0.8,0.111,0.328,0.262,0.927,0
0.885,0.959,0.928,0.681,0.069,0.836,0.833,0.199,0.523,0.006,0
0.445,0.476,0.691,0.446,0.68,0.19,0.418,0.777,0.043,0.2,0
0.981,0.229,0.445,0.325,0.914,0.107,0.487,0.085,0.598,0.852,0
0.801,0.557,0.831,0.461,0.821,0.574,0.783,0.289,0.836,0.872,0
0.674,0.748,0.581,0.785,0.382,0.847,0.118,0.894,0.775,0.071,0
0.592,0.512,0.676,0.462,0.837,0.243,0.734,0.379,0.797,0.63,0
0.759,0.746,0.996,0.257,0.019,0.747,0.629,0.945,0.45,0.465,0
0.379,0.802,0.594,0.357,0.861,0.21,0.145,0.525,0.485,0.232,0
0.084,0.521,0.017,0.045,0.325,0.995,0.031,0.901,0.143,0.237,1
0.98,0.238,0.021,0.965,0.445,0.724,0.901,0.483,0.522,0.23,0
0.517,0.867,0.742,0.803,0.621,0.071,0.12,0.962,0.988,0.797,0
0.189,0.57,0.008,0.84,0.497,0.709,0.123,0.555,0.512,0.919,0
0.426,0.098,0.096,0.673,0.676,0.395,0.836,0.535,0.517,0.508,0
0.762,0.842,0.912,0.909,0.085,0.501,0.943,0.431,0.023,0.505,0
0.43,0.715,0.132,0.805,0.05,0.207,0.613,0.595,0.996,0.476,0
0.895,0.658,0.823,0.602,0.762,0.704,0.137,0.827,0.744,0.441,0
0.585,0.146,0.003,0.996,0.539,0.684,0.767,0.339,0.611,0.627,0
0.644,0.38,0.895,0.994,0.208,0.149,0.489,0.096,0.629,0.085,0
0.745,0.349,0.904,0.819,0.603,0.692,0.483,0.898,0.872,0.863,0
0.356,0.943,0.113,0.068,0.475,0.667,0.007,0.304,0.5,0.532,0
0.88,0.886,0.907,0.737,0.212,0.914,0.358,0.538,0.883,0.52,0
0.559,0.408,0.815,0.606,0.793,0.631,0.74,0.235,0.148,0.601,0
0.839,0.489,0.863,0.326,0.624,0.245,0.863,0.34,0.251,0.841,0
0.241,0.844,0.692,0.517,0.878,0.397,0.273,0.554,0.408,0.751,0
0.961,0.367,0.818,0.995,0.321,0.947,0.682,0.135,0.056,0.758,0
0.08,0.477,0.712,0.926,0.341,0.341,0.789,0.176,0.818,0.322,1
0.901,0.914,0.79,0.924,0.013,0.042,0.977,0.039,0.243,0.762,0
0.393,0.637,0.22,0.801,0.506,0.785,0.331,0.007,0.478,0.428,0
0.955,0.271,0.901,0.773,0.919,0.333,0.428,0.182,0.923,0.487,0
0.727,0.744,0.42,0.582,0.979,0.608,0.996,0.233,0.931,0.03,0
0.406,0.7,0.979,0.957,0.979,0.907,0.913,0.757,0.073,0.507,0
0.315,0.841,0.472,0.248,0.305,0.202,0.502,0.118,0.764,0.505,1
0.94,0.025,0.857,0.956,0.88,0.382,0.768,0.451,0.286,0.429,0
0.798,0.626,0.03,0.907,0.089,0.792,0.29,0.693,0.921,0.714,0
0.498,0.655,0.733,0.549,0.778,0.301,0.763,0.07,0.253,0.125,0
0.179,0.744,0.676,0.962,0.932,0.854,0.653,0.847,0.278,0.35,0
0.132,0.256,0.641,0.903,0.808,0.394,0.497,0.208,0.436,0.85,0
0.97,0.561,0.956,0.392,0.727,0.917,0.06,0.968,0.896,0.083,0
0.542,0.519,0.69,0.554,0.324,0.519,0.129,0.687,0.982,0.05,0
0.981,0.633,0.981,0.105,0.643,0.876,0.149,0.562,0.74,0.258,0
0.322,0.441,0.924,0.47,0.499,0.998,0.952,0.649,0.145,0.394,0
0.604,0.669,0.817,0.992,0.753,0.936,0.75,0.258,0.594,0.917,0
0.157,0.561,0.519,0.855,0.868,0.529,0.343,0.306,0.75,0.002,0
0.989,0.699,0.882,0.005,0.891,0.55,0.076,0.565,0.161,0.092,0
0.737,0.625,0.595,0.457,0.109,0.926,0.714,0.2,0.423,0.343,0
0.95,0.084,0.987,0.493,0.31,0.066,0.926,0.435,0.104,0.512,0
0.96,0.881,0.136,0.869,0.143,0.397,0.91,0.831,0.327,0.04,0
0.328,0.518,0.989,0.028,0.813,0.099,0.353,0.935,0.285,0.296,0
0.075,0.042,0.885,0.947,0.876,0.816,0.483,0.113,0.969,0.026,0
0.962,0.685,0.291,0.412,0.678,0.609,0.239,0.435,0.969,0.606,0
0.888,0.293,0.854,0.991,0.197,0.786,0.11,0.903,0.283,0.628,0
0.515,0.97,0.094,0.858,0.756,0.861,0.771,0.005,0.417,0.019,0
0.366,0.762,0.001,0.174,0.635,0.356,0.455,0.962,0.142,0.87,0
0.244,0.124,0.085,0.729,0.761,0.797,0.885,0.946,0.676,0.595,0
0.475,0.714,0.354,0.131,0.256,0.516,0.403,0.489,0.085,0.454,1
0.525,0.701,0.184,0.655,0.783,0.733,0.868,0.477,0.149,0.014,0
0.774,0.766,0.047,0.88,0.384,0.925,0.824,0.49,0.553,0.491,0
0.58,0.39,0.833,0.669,0.395,0.919,0.95,0.503,0.56,0.461,0
0.71,0.736,0.007,0.701,0.021,0.131,0.11,0.564,0.835,0.949,0
0.588,0.551,0.42,0.362,0.93,0.405,0.488,0.972,0.01,0.779,0
