fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,Class
0.8093555543053805,0.4176249754854555,1.4778813715167685,-1.1190690397617151,-1.1311552997581713,0.30598382691363163,1.5770491878854695,0.5443111242310774,-0.656385182345043,0.09134021991445018,0
0.7481289187715577,3.3147042105080673,0.421279599979,-0.44380059299270785,-0.5231954067394338,-1.62331944391141,0.9319803861151242,2.4420497556808596,1.948639346224459,0.2984749906662693,1
-0.30293307449200413,0.10428412451357993,0.503201715354639,-0.6538096384725645,-0.6994291794089758,0.8645413501716006,0.2429734359829536,-0.7027534100919522,-0.44590867270210705,-0.41354817179704223,0
-0.8257898588813071,-0.9948796419601645,-1.4773353049209774,2.08245183441525,1.5188784670504973,0.05401719323936784,-0.7095828248273414,-0.35956088785186263,-0.6053050816153338,-1.528558445820358,0
-0.09691581660759845,-0.3145385198384595,-0.17733239268708603,-0.16788445345268332,-0.3497589955408371,-0.8926012750923255,0.2430170763499874,-0.8223435593685458,-0.6883042926662689,-0.601180038584066,0
1.1767280339961455,0.5986583340077885,1.036878068011689,-0.8034969368465049,-0.5576961982144235,0.03745009332086834,1.1564972391021087,0.7864547519251144,-0.8133442578646917,2.12724836479947,0
1.6097699198260573,1.1800716687719626,2.234962128045967,-1.3234927382873205,-1.26356374271624,1.018310697116294,1.6905860204250116,-1.517033475326266,-0.8288167792654867,1.9922604080717057,0
-0.22328936565770474,-0.33750561805485674,0.10950252046541441,0.12199505347297002,-0.11478063198144775,0.024349620109452984,-1.1431678408713346,-0.20596480650245835,2.1161573136569607,0.6739281810216884,1
0.9932001252486006,0.4893580499706198,1.8526589229596524,-0.9017990432413315,-0.928812820026475,0.6711892718124355,1.1759942148445754,-1.2939784688919715,-0.8438823569025228,1.0968681564022478,0
-0.7304270386536849,-0.09585773137216841,-0.24097792064296267,0.2599531232429823,0.5771001051656429,-0.24505401606523777,-0.13823030421837548,-0.6631479813411022,0.5685155465696035,-1.6149131253827667,0
-0.41520248934673176,-0.49253954754493534,0.3240911586409718,-0.08801399200688653,-0.2770275972962642,-0.46797412646285336,-0.8848117338702359,0.41319481999474506,-0.6876419267529165,-0.7316823273999272,0
0.7312064910346686,0.9461088956384561,1.5350763392068474,-1.1101324846349128,-1.1395473841710069,1.1104879117490427,1.522598845229319,-1.1346067269240954,-0.8264184085726942,-0.43980743892107094,0
-0.7219088255900187,-0.20991508465220224,-0.39170601218711737,-0.19078437596511447,-0.19683656846250436,-0.17314856110287882,-0.7655990865358824,-0.31528082311024513,-0.5199724377062485,0.16772195022800357,0
0.1180344818168082,0.19259073197641677,0.37741579017157134,-0.9766426924283017,-0.9297452738501234,-0.04312842021951384,0.7387588104522229,1.0288185845446922,0.42214566728564146,-1.959679889414149,0
-0.05596822808482287,0.11356562386264449,0.28022734883354317,-0.9760841577328765,-1.022058202391312,-0.037989070388474606,0.5350224734145825,0.46977490272014516,-0.7179462495860349,-0.8658483760320324,0
-0.3038545614814193,-0.13764453354094702,0.01618441528686485,-0.43039576030250415,-0.5269252220340274,0.1914120306381778,0.5378154569047476,-0.7001612835398712,-0.6378995454168407,-1.7096554467146061,0
-0.42836930344291163,-0.12987919959981106,-0.9460241576947216,0.1298145392089222,-0.0075484422618850655,-0.6177683215592863,-1.0642891609978946,0.9030501142143521,0.3826634638230644,0.3600763059036453,0
0.9768508560858838,0.8569519520209081,1.4217614972043229,-1.4028046650376922,-1.3577415789047256,-2.128142089272804,1.0848756955583532,1.5897937781446978,-0.41598531849889064,0.706322504507214,0
-0.5708514583870213,-1.028893088148612,-1.2902690572128261,1.1390867338421697,0.7617259622480207,-0.1859482471031302,-0.8617824554784428,0.06384285140881245,0.6679007378953035,1.1536773295225593,0
