shap,sofi,GAMINet
PageValues,Administrative_Duration,SpecialDay
Informational_Duration,VisitorType,PageValues
SpecialDay,Browser,Informational_Duration
BounceRates,BounceRates,ProductRelated
Informational,Weekend,Administrative_Duration
Weekend,ProductRelated,Weekend
Browser,Month,Region
Administrative_Duration,Informational,BounceRates
ProductRelated,Administrative,ProductRelated_Duration
Administrative,OperatingSystems,ExitRates
Month,TrafficType,Administrative
ProductRelated_Duration,ExitRates,Month
ExitRates,Region,VisitorType
VisitorType,SpecialDay,Informational
Region,Informational_Duration,OperatingSystems
TrafficType,PageValues,Browser
OperatingSystems,ProductRelated_Duration,TrafficType
