shap,sofi,GAMINet
PageValues,Informational_Duration,PageValues
Informational,TrafficType,Administrative_Duration
SpecialDay,ProductRelated_Duration,SpecialDay
Weekend,Browser,Informational
Informational_Duration,ProductRelated,Weekend
Administrative_Duration,PageValues,Informational_Duration
ProductRelated,OperatingSystems,ProductRelated
Browser,Informational,BounceRates
BounceRates,Administrative,VisitorType
Month,SpecialDay,ExitRates
ExitRates,Weekend,TrafficType
ProductRelated_Duration,ExitRates,Month
VisitorType,Month,ProductRelated_Duration
TrafficType,Region,OperatingSystems
Administrative,BounceRates,Browser
Region,VisitorType,Region
OperatingSystems,Administrative_Duration,Administrative
