shap,sofi,GAMINet
PageValues,ProductRelated_Duration,PageValues
SpecialDay,Informational,SpecialDay
Weekend,Browser,Administrative_Duration
Informational_Duration,ProductRelated,Administrative
ExitRates,Informational_Duration,ProductRelated
Administrative_Duration,BounceRates,Informational_Duration
Informational,VisitorType,ExitRates
Administrative,Administrative_Duration,Weekend
Month,Administrative,Informational
ProductRelated_Duration,PageValues,OperatingSystems
ProductRelated,SpecialDay,ProductRelated_Duration
BounceRates,OperatingSystems,Region
Browser,ExitRates,VisitorType
VisitorType,TrafficType,Month
OperatingSystems,Month,Browser
TrafficType,Weekend,TrafficType
Region,Region,BounceRates
