shap,sofi,GAMINet
PageValues,VisitorType,PageValues
Informational_Duration,SpecialDay,SpecialDay
Informational,ProductRelated_Duration,Administrative
BounceRates,Browser,ProductRelated_Duration
SpecialDay,Informational,Informational_Duration
Weekend,Weekend,BounceRates
Browser,Region,Informational
TrafficType,Informational_Duration,TrafficType
Month,Administrative,Month
Administrative,ExitRates,Region
ExitRates,Month,ProductRelated
Administrative_Duration,PageValues,Administrative_Duration
VisitorType,OperatingSystems,VisitorType
ProductRelated_Duration,ProductRelated,Weekend
ProductRelated,BounceRates,Browser
OperatingSystems,TrafficType,OperatingSystems
Region,Administrative_Duration,ExitRates
