shap,sofi,GAMINet
PageValues,SpecialDay,PageValues
Weekend,Region,Weekend
SpecialDay,Informational_Duration,ExitRates
Informational_Duration,Informational,BounceRates
Informational,PageValues,Informational_Duration
ExitRates,ProductRelated_Duration,Informational
BounceRates,ExitRates,SpecialDay
Administrative_Duration,Administrative_Duration,VisitorType
Month,Administrative,Region
Region,Browser,ProductRelated
Browser,ProductRelated,Month
ProductRelated,Weekend,TrafficType
VisitorType,OperatingSystems,OperatingSystems
Administrative,Month,Browser
ProductRelated_Duration,TrafficType,ProductRelated_Duration
OperatingSystems,VisitorType,Administrative_Duration
TrafficType,BounceRates,Administrative
