shap,sofi,GAMINet
PageValues,TrafficType,PageValues
Month,Administrative_Duration,Month
Administrative_Duration,Administrative,ExitRates
ExitRates,VisitorType,OperatingSystems
Administrative,ProductRelated,Region
TrafficType,Region,ProductRelated_Duration
ProductRelated_Duration,PageValues,BounceRates
BounceRates,ExitRates,Browser
ProductRelated,BounceRates,TrafficType
Region,Informational,Administrative
Informational,Month,Weekend
OperatingSystems,OperatingSystems,ProductRelated
Browser,Weekend,SpecialDay
Informational_Duration,SpecialDay,Informational
Weekend,ProductRelated_Duration,Administrative_Duration
SpecialDay,Informational_Duration,Informational_Duration
VisitorType,Browser,VisitorType
