shap,sofi,GAMINet
PageValues,Informational,PageValues
Month,TrafficType,Month
ExitRates,BounceRates,ExitRates
Administrative_Duration,Region,Region
Administrative,OperatingSystems,BounceRates
ProductRelated_Duration,ProductRelated_Duration,Weekend
BounceRates,ProductRelated,OperatingSystems
TrafficType,Administrative_Duration,SpecialDay
ProductRelated,Administrative,TrafficType
Region,SpecialDay,Browser
OperatingSystems,Browser,Administrative
Informational,VisitorType,ProductRelated_Duration
Browser,Weekend,ProductRelated
Informational_Duration,ExitRates,Administrative_Duration
Weekend,PageValues,Informational
SpecialDay,Informational_Duration,Informational_Duration
VisitorType,Month,VisitorType
