shap,sofi,GAMINet
PageValues,ProductRelated,PageValues
Month,BounceRates,Month
Administrative_Duration,Administrative_Duration,ExitRates
ExitRates,Browser,BounceRates
Administrative,Region,OperatingSystems
ProductRelated_Duration,PageValues,Region
BounceRates,ProductRelated_Duration,ProductRelated_Duration
TrafficType,Informational,Browser
ProductRelated,Informational_Duration,Weekend
Region,VisitorType,ProductRelated
Informational,Month,SpecialDay
OperatingSystems,SpecialDay,Administrative
Informational_Duration,TrafficType,TrafficType
Browser,OperatingSystems,VisitorType
Weekend,Weekend,Administrative_Duration
SpecialDay,ExitRates,Informational_Duration
VisitorType,Administrative,Informational
