shap,sofi,GAMINet
PageValues,Administrative,PageValues
Month,PageValues,Month
Administrative_Duration,ExitRates,ExitRates
ExitRates,Weekend,Region
Administrative,SpecialDay,Weekend
ProductRelated_Duration,TrafficType,ProductRelated_Duration
BounceRates,ProductRelated,OperatingSystems
TrafficType,Browser,BounceRates
ProductRelated,Administrative_Duration,Browser
Region,VisitorType,ProductRelated
Informational,Month,Administrative
OperatingSystems,OperatingSystems,TrafficType
Browser,Region,SpecialDay
Informational_Duration,BounceRates,Informational
Weekend,ProductRelated_Duration,Administrative_Duration
SpecialDay,Informational,Informational_Duration
VisitorType,Informational_Duration,VisitorType
