shap,sofi,GAMINet
coefficient6,coefficient1,coefficient6
coefficient1,coefficient7,coefficient8
coefficient7,frame,utterance
utterance,coefficient4,coefficient3
coefficient3,coefficient3,coefficient9
coefficient2,coefficient12,coefficient12
coefficient9,coefficient6,coefficient1
coefficient10,utterance,coefficient4
coefficient8,coefficient11,coefficient7
coefficient5,coefficient5,coefficient2
coefficient4,coefficient2,coefficient5
frame,coefficient8,coefficient11
coefficient11,coefficient10,frame
coefficient12,coefficient9,coefficient10
