shap,sofi,GAMINet
ProductRelated,Informational_Duration,PageValues
PageValues,Informational,ProductRelated
ProductRelated_Duration,Browser,Administrative_Duration
SpecialDay,VisitorType,Informational_Duration
Administrative,ExitRates,SpecialDay
Administrative_Duration,Administrative_Duration,Administrative
BounceRates,ProductRelated,ExitRates
Informational,SpecialDay,Informational
Informational_Duration,BounceRates,ProductRelated_Duration
ExitRates,ProductRelated_Duration,Browser
TrafficType,Month,Region
Browser,Administrative,TrafficType
Month,OperatingSystems,OperatingSystems
Region,PageValues,Month
OperatingSystems,TrafficType,BounceRates
Weekend,Weekend,VisitorType
VisitorType,Region,Weekend
