shap,sofi,GAMINet
ProductRelated,Administrative,PageValues
PageValues,Administrative_Duration,ExitRates
ExitRates,ProductRelated_Duration,OperatingSystems
SpecialDay,ExitRates,SpecialDay
OperatingSystems,PageValues,Administrative_Duration
ProductRelated_Duration,Informational_Duration,Administrative
Administrative,Region,BounceRates
TrafficType,Browser,Informational
Informational_Duration,TrafficType,TrafficType
Administrative_Duration,ProductRelated,ProductRelated
Browser,Month,Region
Month,VisitorType,Informational_Duration
Region,Informational,Browser
BounceRates,Weekend,ProductRelated_Duration
Informational,SpecialDay,VisitorType
VisitorType,OperatingSystems,Weekend
Weekend,BounceRates,Month
