shap,sofi,GAMINet
PageValues,OperatingSystems,PageValues
ProductRelated,SpecialDay,ExitRates
Administrative_Duration,Browser,ProductRelated
SpecialDay,Informational,Administrative_Duration
ExitRates,TrafficType,BounceRates
ProductRelated_Duration,Informational_Duration,SpecialDay
OperatingSystems,Administrative_Duration,Informational
Informational,BounceRates,OperatingSystems
TrafficType,ExitRates,TrafficType
Administrative,VisitorType,Administrative
Month,Month,Browser
Browser,Administrative,Informational_Duration
BounceRates,ProductRelated,Month
Informational_Duration,ProductRelated_Duration,VisitorType
Region,Region,Region
Weekend,Weekend,ProductRelated_Duration
VisitorType,PageValues,Weekend
