shap,sofi,GAMINet
ProductRelated,Administrative,PageValues
PageValues,ProductRelated,ExitRates
ProductRelated_Duration,TrafficType,SpecialDay
OperatingSystems,Weekend,Informational
SpecialDay,Browser,Administrative_Duration
Informational,Informational,BounceRates
TrafficType,VisitorType,TrafficType
ExitRates,ExitRates,Administrative
Browser,ProductRelated_Duration,OperatingSystems
Informational_Duration,BounceRates,Informational_Duration
Administrative_Duration,Month,Region
Administrative,Administrative_Duration,ProductRelated_Duration
Month,Region,Browser
BounceRates,PageValues,VisitorType
VisitorType,SpecialDay,Weekend
Region,OperatingSystems,ProductRelated
Weekend,Informational_Duration,Month
