shap,sofi,GAMINet
ProductRelated,Informational_Duration,PageValues
PageValues,SpecialDay,ExitRates
ExitRates,ProductRelated,ProductRelated_Duration
ProductRelated_Duration,Administrative,Administrative
Administrative,Region,BounceRates
Informational_Duration,VisitorType,ProductRelated
OperatingSystems,Browser,Informational_Duration
Administrative_Duration,ExitRates,Browser
Browser,OperatingSystems,Informational
Month,TrafficType,SpecialDay
BounceRates,Month,OperatingSystems
TrafficType,Informational,TrafficType
Informational,Administrative_Duration,Administrative_Duration
SpecialDay,ProductRelated_Duration,Month
Region,PageValues,Region
VisitorType,BounceRates,VisitorType
Weekend,Weekend,Weekend
