shap,sofi,GAMINet
ProductRelated,Informational,ProductRelated
ProductRelated_Duration,PageValues,PageValues
PageValues,SpecialDay,ExitRates
Browser,Administrative,SpecialDay
ExitRates,TrafficType,Administrative_Duration
Administrative_Duration,ProductRelated,BounceRates
Administrative,VisitorType,Browser
Informational_Duration,OperatingSystems,TrafficType
SpecialDay,Region,Informational_Duration
Region,Administrative_Duration,ProductRelated_Duration
Month,Month,Informational
TrafficType,BounceRates,Administrative
BounceRates,Informational_Duration,Region
OperatingSystems,ExitRates,Month
Informational,Browser,OperatingSystems
VisitorType,ProductRelated_Duration,VisitorType
Weekend,Weekend,Weekend
