Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Machine failure
298.9,310.2,1304.0,57.2,183.0,L,0
296.9,308.0,1713.0,29.3,13.0,L,0
298.4,309.4,1385.0,50.0,201.0,L,0
302.4,311.2,1506.0,40.8,204.0,H,0
298.8,309.8,1563.0,38.8,65.0,H,0
302.0,310.6,1392.0,50.0,84.0,L,0
298.9,309.0,1924.0,22.6,193.0,M,0
301.4,310.7,1692.0,32.3,5.0,M,0
295.7,306.2,1458.0,40.6,103.0,L,0
299.0,308.7,2250.0,16.6,208.0,L,0
302.2,310.7,1769.0,24.9,91.0,L,0
297.3,308.1,1369.0,52.0,214.0,M,0
300.3,309.2,1807.0,26.4,169.0,L,0
301.5,310.4,1474.0,39.9,53.0,L,0
303.7,312.7,1540.0,44.8,196.0,L,0
300.2,310.0,1486.0,40.1,182.0,L,0
300.1,311.4,1604.0,35.0,191.0,L,0
297.8,308.5,1488.0,41.9,196.0,M,0
297.2,308.6,1392.0,41.5,108.0,L,0
298.3,309.6,1469.0,54.8,191.0,M,0
300.1,309.3,1469.0,43.9,20.0,M,0
302.4,310.3,1923.0,23.3,172.0,L,0
299.6,309.1,1560.0,37.1,73.0,M,0
301.0,311.0,1634.0,31.2,182.0,L,0
300.4,310.5,2424.0,14.5,12.0,L,0
298.0,308.2,1357.0,48.2,7.0,L,0
297.9,309.0,1525.0,38.5,113.0,M,0
297.5,308.0,1429.0,45.8,148.0,M,0
297.7,309.7,1498.0,41.0,176.0,L,0
299.3,309.1,1703.0,31.3,120.0,M,0
301.8,310.7,1644.0,33.4,68.0,L,0
304.1,313.0,1566.0,37.2,7.0,L,0
300.3,309.1,1368.0,46.0,171.0,L,0
299.4,310.8,1424.0,47.7,109.0,L,0
302.1,311.4,1889.0,22.7,194.0,L,0
298.5,309.5,1385.0,46.3,203.0,L,1
300.6,309.7,1470.0,43.8,18.0,H,0
301.6,310.8,1355.0,57.8,195.0,L,1
301.2,310.7,1568.0,38.3,49.0,L,0
299.7,311.1,1690.0,30.6,148.0,L,0
296.8,307.7,1565.0,40.1,89.0,L,0
300.6,312.3,1532.0,37.2,54.0,L,0
298.5,308.7,1450.0,43.9,28.0,H,0
296.7,307.8,1672.0,32.4,113.0,M,0
298.1,308.4,1515.0,43.8,6.0,H,0
302.3,311.5,1543.0,33.1,39.0,L,0
296.4,307.4,1403.0,48.4,70.0,L,0
298.2,307.9,1785.0,23.4,181.0,L,0
301.6,310.7,1457.0,47.8,7.0,M,0
297.5,308.5,1662.0,30.3,26.0,M,0
302.2,311.4,1642.0,32.1,42.0,M,0
300.2,310.1,1619.0,31.3,38.0,M,0
297.5,308.6,1429.0,50.5,129.0,M,0
298.2,307.7,1952.0,21.6,93.0,M,0
299.7,309.1,1352.0,46.1,102.0,M,0
298.6,309.6,1540.0,35.8,5.0,L,0
298.1,308.9,1335.0,50.4,110.0,M,0
301.6,310.8,1290.0,65.3,63.0,M,0
300.7,309.6,1525.0,36.5,71.0,M,0
302.8,310.8,1402.0,50.5,30.0,L,0
298.9,310.2,1771.0,26.8,216.0,H,0
300.7,311.3,1348.0,53.0,35.0,M,0
299.1,308.8,1553.0,32.6,90.0,H,0
299.1,310.1,1570.0,30.9,226.0,M,0
301.8,310.6,1403.0,46.8,151.0,L,0
299.6,309.1,1588.0,41.3,0.0,H,0
301.6,310.6,1478.0,36.6,218.0,L,0
298.9,310.1,1555.0,40.6,176.0,M,0
299.5,309.2,1314.0,61.8,45.0,M,0
301.6,310.6,1691.0,30.1,40.0,M,0
299.5,310.8,1447.0,41.0,93.0,L,0
297.5,308.8,1587.0,34.9,166.0,L,0
301.3,310.4,1507.0,39.1,194.0,L,0
300.6,309.6,1684.0,32.8,53.0,L,0
301.8,310.7,2092.0,18.6,51.0,L,0
301.4,310.8,1490.0,38.0,168.0,L,0
298.2,307.9,1847.0,23.6,69.0,L,0
302.3,311.8,1804.0,25.0,43.0,H,0
300.6,310.0,1486.0,41.2,127.0,M,0
302.4,310.0,1426.0,46.6,102.0,L,0
299.1,308.5,1455.0,39.8,145.0,L,0
300.7,309.6,1439.0,43.0,61.0,M,0
299.9,309.6,1254.0,61.3,124.0,L,0
297.7,308.4,1738.0,27.7,96.0,H,0
300.3,309.8,1450.0,55.0,135.0,L,0
303.7,312.4,1513.0,40.1,135.0,L,0
303.8,312.7,1500.0,41.7,125.0,M,0
300.1,309.7,1680.0,33.8,140.0,L,0
298.6,309.5,1730.0,30.2,41.0,L,0
298.4,309.3,1355.0,50.6,8.0,M,0
300.5,311.9,1323.0,57.9,155.0,M,0
301.9,310.9,1763.0,28.4,103.0,M,0
302.0,310.6,1539.0,37.4,96.0,M,0
300.9,309.5,1469.0,43.4,126.0,H,0
299.7,309.3,1399.0,41.9,221.0,M,1
298.9,310.1,1341.0,54.5,51.0,L,0
302.0,310.5,1812.0,24.4,138.0,H,0
299.7,309.1,1475.0,40.0,123.0,L,0
301.7,311.0,1510.0,47.8,27.0,M,0
301.0,310.9,1568.0,38.2,172.0,L,0
298.0,308.6,1526.0,41.8,160.0,H,0
298.9,308.2,2022.0,20.0,23.0,M,0
298.7,309.5,1487.0,33.6,183.0,M,0
299.6,310.9,1448.0,46.3,196.0,L,0
297.4,308.5,1410.0,43.9,47.0,L,0
303.4,311.9,1419.0,50.9,39.0,M,0
296.7,307.8,1505.0,39.4,236.0,L,0
302.9,312.4,1421.0,46.0,206.0,M,0
300.5,311.3,1490.0,41.8,39.0,L,0
300.9,310.4,1788.0,27.8,90.0,L,0
299.2,308.6,1586.0,35.7,138.0,M,0
300.5,310.8,1509.0,33.0,153.0,L,0
297.6,308.7,1408.0,54.8,147.0,M,0
296.6,307.5,1582.0,37.9,197.0,L,0
299.3,309.0,1449.0,46.5,121.0,L,0
299.1,310.4,1369.0,54.5,104.0,H,0
302.0,309.9,1407.0,52.8,154.0,L,0
298.9,310.3,1243.0,63.0,163.0,H,0
298.9,308.6,1469.0,34.2,93.0,M,0
297.3,308.3,1494.0,38.2,14.0,L,0
301.4,310.5,1380.0,48.4,131.0,L,0
300.8,312.5,1423.0,47.3,123.0,L,0
297.8,309.1,1424.0,45.5,2.0,M,0
302.5,310.5,1507.0,39.5,147.0,L,0
302.5,310.3,1326.0,58.5,55.0,L,1
302.3,311.0,1526.0,37.7,171.0,M,0
302.5,310.5,1520.0,41.2,154.0,L,0
300.3,309.3,1478.0,39.5,180.0,L,0
299.7,309.2,1422.0,40.4,140.0,L,0
300.7,311.8,1603.0,34.1,17.0,L,0
302.0,309.8,1532.0,39.4,2.0,L,0
303.3,311.3,1409.0,51.8,16.0,L,0
301.2,310.9,1424.0,45.2,68.0,M,0
300.4,310.4,1298.0,61.4,19.0,L,0
302.2,311.5,1863.0,25.7,85.0,M,0
303.6,312.6,1436.0,42.0,110.0,H,0
298.6,309.6,1525.0,42.4,2.0,M,0
300.6,311.9,1413.0,41.3,43.0,L,0
300.8,309.9,1444.0,46.0,180.0,M,0
297.2,308.6,1335.0,53.0,39.0,L,0
300.7,311.9,1399.0,50.2,222.0,L,1
296.8,308.0,1536.0,40.4,217.0,L,0
298.9,309.6,1567.0,34.5,204.0,M,0
299.0,308.7,1706.0,28.6,206.0,L,0
300.8,310.5,1559.0,40.1,220.0,H,0
295.6,306.0,1370.0,52.4,115.0,L,0
300.3,311.8,1360.0,48.0,119.0,L,0
297.9,307.4,1606.0,35.5,14.0,L,0
302.4,311.9,1422.0,46.4,194.0,M,0
299.3,309.2,2280.0,15.4,207.0,L,0
298.1,307.7,1479.0,45.0,136.0,L,0
298.6,309.5,1404.0,43.3,33.0,M,0
298.3,308.1,1630.0,32.7,83.0,M,0
