shap,sofi,GAMINet
coefficient6,coefficient2,coefficient6
coefficient1,coefficient12,coefficient1
coefficient7,utterance,coefficient3
coefficient3,coefficient9,coefficient8
coefficient9,coefficient4,coefficient9
utterance,coefficient5,coefficient7
coefficient2,coefficient11,utterance
coefficient8,coefficient1,coefficient2
coefficient4,coefficient3,coefficient4
coefficient10,coefficient6,coefficient12
coefficient5,frame,frame
coefficient12,coefficient10,coefficient10
frame,coefficient8,coefficient5
coefficient11,coefficient7,coefficient11
