shap,sofi,GAMINet
coefficient6,coefficient3,coefficient6
coefficient1,coefficient8,coefficient1
coefficient7,coefficient1,coefficient3
coefficient3,coefficient12,coefficient8
coefficient9,frame,utterance
utterance,coefficient6,coefficient9
coefficient2,coefficient11,coefficient7
coefficient8,utterance,coefficient2
coefficient10,coefficient4,frame
coefficient4,coefficient7,coefficient4
coefficient5,coefficient2,coefficient12
coefficient12,coefficient9,coefficient5
frame,coefficient10,coefficient10
coefficient11,coefficient5,coefficient11
