shap,sofi,GAMINet
coefficient6,coefficient4,coefficient6
coefficient1,coefficient7,coefficient3
coefficient7,utterance,coefficient1
coefficient3,coefficient12,utterance
coefficient9,coefficient3,coefficient8
utterance,coefficient5,coefficient9
coefficient2,coefficient8,coefficient7
coefficient8,coefficient1,coefficient2
coefficient4,coefficient2,coefficient4
coefficient5,coefficient6,coefficient12
coefficient10,frame,frame
coefficient12,coefficient10,coefficient10
frame,coefficient11,coefficient5
coefficient11,coefficient9,coefficient11
