shap,sofi,GAMINet
coefficient6,coefficient4,coefficient6
coefficient1,coefficient11,coefficient3
coefficient7,utterance,coefficient1
coefficient3,coefficient10,coefficient9
coefficient9,coefficient3,coefficient8
utterance,coefficient6,utterance
coefficient2,coefficient12,coefficient7
coefficient8,coefficient1,coefficient2
coefficient10,coefficient2,coefficient12
coefficient4,coefficient8,frame
coefficient5,frame,coefficient4
coefficient12,coefficient7,coefficient10
frame,coefficient9,coefficient11
coefficient11,coefficient5,coefficient5
